name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
scoro,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/scoro,https://packages.debian.org/search?keywords=scoro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scoro,https://www.npmjs.com/package/scoro
scorx,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/scorx,https://packages.debian.org/search?keywords=scorx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scorx,https://www.npmjs.com/package/scorx
sealo,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/sealo,https://packages.debian.org/search?keywords=sealo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sealo,https://www.npmjs.com/package/sealo
sealr,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/sealr,https://packages.debian.org/search?keywords=sealr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sealr,https://www.npmjs.com/package/sealr
shipa,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipa,https://packages.debian.org/search?keywords=shipa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipa,https://www.npmjs.com/package/shipa
shipi,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipi,https://packages.debian.org/search?keywords=shipi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipi,https://www.npmjs.com/package/shipi
shipo,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipo,https://packages.debian.org/search?keywords=shipo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipo,https://www.npmjs.com/package/shipo
shipt,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipt,https://packages.debian.org/search?keywords=shipt&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipt,https://www.npmjs.com/package/shipt
shipx,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipx,https://packages.debian.org/search?keywords=shipx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipx,https://www.npmjs.com/package/shipx
shipy,5,coined-shipping,"Coined from ship, dock, quay, or readiness",2,available,available,,available,,available,https://crates.io/crates/shipy,https://packages.debian.org/search?keywords=shipy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=shipy,https://www.npmjs.com/package/shipy
sifa,4,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/sifa,https://packages.debian.org/search?keywords=sifa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifa,https://www.npmjs.com/package/sifa
sifex,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifex,https://packages.debian.org/search?keywords=sifex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifex,https://www.npmjs.com/package/sifex
sifio,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifio,https://packages.debian.org/search?keywords=sifio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifio,https://www.npmjs.com/package/sifio
sifro,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifro,https://packages.debian.org/search?keywords=sifro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifro,https://www.npmjs.com/package/sifro
sifry,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/sifry,https://packages.debian.org/search?keywords=sifry&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifry,https://www.npmjs.com/package/sifry
sifta,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifta,https://packages.debian.org/search?keywords=sifta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifta,https://www.npmjs.com/package/sifta
sifti,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifti,https://packages.debian.org/search?keywords=sifti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifti,https://www.npmjs.com/package/sifti
sifto,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifto,https://packages.debian.org/search?keywords=sifto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifto,https://www.npmjs.com/package/sifto
siftr,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/siftr,https://packages.debian.org/search?keywords=siftr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=siftr,https://www.npmjs.com/package/siftr
sifty,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/sifty,https://packages.debian.org/search?keywords=sifty&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sifty,https://www.npmjs.com/package/sifty
skana,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/skana,https://packages.debian.org/search?keywords=skana&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skana,https://www.npmjs.com/package/skana
skano,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/skano,https://packages.debian.org/search?keywords=skano&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skano,https://www.npmjs.com/package/skano
skanr,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/skanr,https://packages.debian.org/search?keywords=skanr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skanr,https://www.npmjs.com/package/skanr
skany,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/skany,https://packages.debian.org/search?keywords=skany&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skany,https://www.npmjs.com/package/skany
skopa,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/skopa,https://packages.debian.org/search?keywords=skopa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skopa,https://www.npmjs.com/package/skopa
skopi,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/skopi,https://packages.debian.org/search?keywords=skopi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skopi,https://www.npmjs.com/package/skopi
skopo,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/skopo,https://packages.debian.org/search?keywords=skopo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skopo,https://www.npmjs.com/package/skopo
skopy,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/skopy,https://packages.debian.org/search?keywords=skopy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skopy,https://www.npmjs.com/package/skopy
smito,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/smito,https://packages.debian.org/search?keywords=smito&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=smito,https://www.npmjs.com/package/smito
speka,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speka,https://packages.debian.org/search?keywords=speka&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speka,https://www.npmjs.com/package/speka
spekl,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/spekl,https://packages.debian.org/search?keywords=spekl&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spekl,https://www.npmjs.com/package/spekl
speko,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speko,https://packages.debian.org/search?keywords=speko&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speko,https://www.npmjs.com/package/speko
spekr,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/spekr,https://packages.debian.org/search?keywords=spekr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spekr,https://www.npmjs.com/package/spekr
speku,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speku,https://packages.debian.org/search?keywords=speku&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speku,https://www.npmjs.com/package/speku
spekx,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/spekx,https://packages.debian.org/search?keywords=spekx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spekx,https://www.npmjs.com/package/spekx
speqa,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speqa,https://packages.debian.org/search?keywords=speqa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speqa,https://www.npmjs.com/package/speqa
speqo,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speqo,https://packages.debian.org/search?keywords=speqo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speqo,https://www.npmjs.com/package/speqo
speqr,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/speqr,https://packages.debian.org/search?keywords=speqr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=speqr,https://www.npmjs.com/package/speqr
spexa,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/spexa,https://packages.debian.org/search?keywords=spexa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spexa,https://www.npmjs.com/package/spexa
spexo,5,coined-inspection,Coined from inspect/spec/scope,2,available,available,,available,,available,https://crates.io/crates/spexo,https://packages.debian.org/search?keywords=spexo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=spexo,https://www.npmjs.com/package/spexo
stamo,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/stamo,https://packages.debian.org/search?keywords=stamo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=stamo,https://www.npmjs.com/package/stamo
stamr,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/stamr,https://packages.debian.org/search?keywords=stamr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=stamr,https://www.npmjs.com/package/stamr
tasta,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tasta,https://packages.debian.org/search?keywords=tasta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tasta,https://www.npmjs.com/package/tasta
tasti,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tasti,https://packages.debian.org/search?keywords=tasti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tasti,https://www.npmjs.com/package/tasti
tasto,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tasto,https://packages.debian.org/search?keywords=tasto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tasto,https://www.npmjs.com/package/tasto
tastr,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tastr,https://packages.debian.org/search?keywords=tastr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tastr,https://www.npmjs.com/package/tastr
tazta,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tazta,https://packages.debian.org/search?keywords=tazta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tazta,https://www.npmjs.com/package/tazta
tazto,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/tazto,https://packages.debian.org/search?keywords=tazto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tazto,https://www.npmjs.com/package/tazto
ticko,5,coined-quality,Coined around quality gates and approval,2,available,available,,available,,available,https://crates.io/crates/ticko,https://packages.debian.org/search?keywords=ticko&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ticko,https://www.npmjs.com/package/ticko
traco,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/traco,https://packages.debian.org/search?keywords=traco&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=traco,https://www.npmjs.com/package/traco
traxa,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/traxa,https://packages.debian.org/search?keywords=traxa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=traxa,https://www.npmjs.com/package/traxa
traxo,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/traxo,https://packages.debian.org/search?keywords=traxo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=traxo,https://www.npmjs.com/package/traxo
trazi,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/trazi,https://packages.debian.org/search?keywords=trazi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=trazi,https://www.npmjs.com/package/trazi
trazr,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/trazr,https://packages.debian.org/search?keywords=trazr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=trazr,https://www.npmjs.com/package/trazr
trazy,5,coined-sifting,"Coined from sift, scan, trace, or probe",2,available,available,,available,,available,https://crates.io/crates/trazy,https://packages.debian.org/search?keywords=trazy&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=trazy,https://www.npmjs.com/package/trazy
truex,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/truex,https://packages.debian.org/search?keywords=truex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=truex,https://www.npmjs.com/package/truex
truio,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/truio,https://packages.debian.org/search?keywords=truio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=truio,https://www.npmjs.com/package/truio
truya,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/truya,https://packages.debian.org/search?keywords=truya&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=truya,https://www.npmjs.com/package/truya
truyo,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/truyo,https://packages.debian.org/search?keywords=truyo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=truyo,https://www.npmjs.com/package/truyo
tryly,5,coined-checking,Coined from check/test/assay,2,available,available,,available,,available,https://crates.io/crates/tryly,https://packages.debian.org/search?keywords=tryly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tryly,https://www.npmjs.com/package/tryly
verin,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/verin,https://packages.debian.org/search?keywords=verin&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=verin,https://www.npmjs.com/package/verin
verio,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/verio,https://packages.debian.org/search?keywords=verio&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=verio,https://www.npmjs.com/package/verio
veru,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/veru,https://packages.debian.org/search?keywords=veru&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=veru,https://www.npmjs.com/package/veru
vetex,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/vetex,https://packages.debian.org/search?keywords=vetex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetex,https://www.npmjs.com/package/vetex
veti,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/veti,https://packages.debian.org/search?keywords=veti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=veti,https://www.npmjs.com/package/veti
vetix,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/vetix,https://packages.debian.org/search?keywords=vetix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetix,https://www.npmjs.com/package/vetix
vetly,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/vetly,https://packages.debian.org/search?keywords=vetly&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetly,https://www.npmjs.com/package/vetly
vetri,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/vetri,https://packages.debian.org/search?keywords=vetri&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetri,https://www.npmjs.com/package/vetri
vetu,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/vetu,https://packages.debian.org/search?keywords=vetu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vetu,https://www.npmjs.com/package/vetu
veyro,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/veyro,https://packages.debian.org/search?keywords=veyro&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=veyro,https://www.npmjs.com/package/veyro
viewa,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/viewa,https://packages.debian.org/search?keywords=viewa&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=viewa,https://www.npmjs.com/package/viewa
viewi,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/viewi,https://packages.debian.org/search?keywords=viewi&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=viewi,https://www.npmjs.com/package/viewi
viewo,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/viewo,https://packages.debian.org/search?keywords=viewo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=viewo,https://www.npmjs.com/package/viewo
vistx,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vistx,https://packages.debian.org/search?keywords=vistx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vistx,https://www.npmjs.com/package/vistx
visty,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/visty,https://packages.debian.org/search?keywords=visty&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=visty,https://www.npmjs.com/package/visty
voti,4,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/voti,https://packages.debian.org/search?keywords=voti&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=voti,https://www.npmjs.com/package/voti
votra,5,coined-vetting,"Coined from vet, proof, or verification",2,available,available,,available,,available,https://crates.io/crates/votra,https://packages.debian.org/search?keywords=votra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=votra,https://www.npmjs.com/package/votra
vuery,5,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vuery,https://packages.debian.org/search?keywords=vuery&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vuery,https://www.npmjs.com/package/vuery
vyla,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyla,https://packages.debian.org/search?keywords=vyla&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyla,https://www.npmjs.com/package/vyla
vyli,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyli,https://packages.debian.org/search?keywords=vyli&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyli,https://www.npmjs.com/package/vyli
vylo,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vylo,https://packages.debian.org/search?keywords=vylo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vylo,https://www.npmjs.com/package/vylo
vyra,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyra,https://packages.debian.org/search?keywords=vyra&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyra,https://www.npmjs.com/package/vyra
vyri,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyri,https://packages.debian.org/search?keywords=vyri&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyri,https://www.npmjs.com/package/vyri
vyua,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyua,https://packages.debian.org/search?keywords=vyua&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyua,https://www.npmjs.com/package/vyua
vyui,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyui,https://packages.debian.org/search?keywords=vyui&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyui,https://www.npmjs.com/package/vyui
vyuo,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyuo,https://packages.debian.org/search?keywords=vyuo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyuo,https://www.npmjs.com/package/vyuo
vyur,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyur,https://packages.debian.org/search?keywords=vyur&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyur,https://www.npmjs.com/package/vyur
vyux,4,coined-seeing,Coined from view/look/lens/gaze,2,available,available,,available,,available,https://crates.io/crates/vyux,https://packages.debian.org/search?keywords=vyux&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=vyux,https://www.npmjs.com/package/vyux
wheta,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/wheta,https://packages.debian.org/search?keywords=wheta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=wheta,https://www.npmjs.com/package/wheta
wheto,5,coined-craft,"Coined from forge, hone, fit, or making",2,available,available,,available,,available,https://crates.io/crates/wheto,https://packages.debian.org/search?keywords=wheto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=wheto,https://www.npmjs.com/package/wheto
zesta,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/zesta,https://packages.debian.org/search?keywords=zesta&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=zesta,https://www.npmjs.com/package/zesta
zesto,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/zesto,https://packages.debian.org/search?keywords=zesto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=zesto,https://www.npmjs.com/package/zesto
zestx,5,coined-cooking,"Coined from taste, proof, mise, or the pass",2,available,available,,available,,available,https://crates.io/crates/zestx,https://packages.debian.org/search?keywords=zestx&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=zestx,https://www.npmjs.com/package/zestx
abide,5,persistence,Staying attached to the same underlying content,6,available,available,,available,,occupied,https://crates.io/crates/abide,https://packages.debian.org/search?keywords=abide&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=abide,https://www.npmjs.com/package/abide
arris,5,finishing,A flaw or rough remnant found and removed during finishing,6,available,available,,available,,occupied,https://crates.io/crates/arris,https://packages.debian.org/search?keywords=arris&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=arris,https://www.npmjs.com/package/arris
bitts,5,nautical-fastening,Specialist nautical fastening or anchor hardware,6,available,available,,available,,occupied,https://crates.io/crates/bitts,https://packages.debian.org/search?keywords=bitts&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=bitts,https://www.npmjs.com/package/bitts
dwell,5,persistence,Staying attached to the same underlying content,6,available,available,,available,,occupied,https://crates.io/crates/dwell,https://packages.debian.org/search?keywords=dwell&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dwell,https://www.npmjs.com/package/dwell
frap,4,nautical-fastening,Specialist nautical fastening or anchor hardware,6,available,available,,available,,occupied,https://crates.io/crates/frap,https://packages.debian.org/search?keywords=frap&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=frap,https://www.npmjs.com/package/frap
gono,4,metrology,A fixed reference or pass/fail measurement,6,available,available,,available,,occupied,https://crates.io/crates/gono,https://packages.debian.org/search?keywords=gono&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=gono,https://www.npmjs.com/package/gono
inher,5,persistence,Staying attached to the same underlying content,6,available,available,,available,,occupied,https://crates.io/crates/inher,https://packages.debian.org/search?keywords=inher&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=inher,https://www.npmjs.com/package/inher
nits,4,review-slang,Developer-review vocabulary or compact critique coinage,6,available,available,,available,,occupied,https://crates.io/crates/nits,https://packages.debian.org/search?keywords=nits&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=nits,https://www.npmjs.com/package/nits
plim,4,approval-gate,"A punch list, rating, or permission to proceed",6,available,available,,available,,occupied,https://crates.io/crates/plim,https://packages.debian.org/search?keywords=plim&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=plim,https://www.npmjs.com/package/plim
probo,5,judgment,"Judgment, approval, standards, or peer collaboration",6,available,available,,available,,occupied,https://crates.io/crates/probo,https://packages.debian.org/search?keywords=probo&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=probo,https://www.npmjs.com/package/probo
synod,5,council,Peers meeting to discuss and reach judgment,6,available,available,,available,,occupied,https://crates.io/crates/synod,https://packages.debian.org/search?keywords=synod&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=synod,https://www.npmjs.com/package/synod
tamis,5,inspection-rare,"Close examination, screening, or diagnostic work",6,available,available,,available,,occupied,https://crates.io/crates/tamis,https://packages.debian.org/search?keywords=tamis&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tamis,https://www.npmjs.com/package/tamis
ackit,5,review-slang,Developer-review vocabulary or compact critique coinage,5,available,available,,available,,occupied,https://crates.io/crates/ackit,https://packages.debian.org/search?keywords=ackit&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ackit,https://www.npmjs.com/package/ackit
annex,5,persistence,Staying attached to the same underlying content,5,available,available,,available,,occupied,https://crates.io/crates/annex,https://packages.debian.org/search?keywords=annex&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=annex,https://www.npmjs.com/package/annex
ausco,5,inspection-rare,"Close examination, screening, or diagnostic work",5,available,available,,available,,occupied,https://crates.io/crates/ausco,https://packages.debian.org/search?keywords=ausco&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ausco,https://www.npmjs.com/package/ausco
cerno,5,judgment,"Judgment, approval, standards, or peer collaboration",5,available,available,,available,,occupied,https://crates.io/crates/cerno,https://packages.debian.org/search?keywords=cerno&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=cerno,https://www.npmjs.com/package/cerno
critr,5,review-slang,Developer-review vocabulary or compact critique coinage,5,available,available,,available,,occupied,https://crates.io/crates/critr,https://packages.debian.org/search?keywords=critr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=critr,https://www.npmjs.com/package/critr
